paa_mode,regime,days,cum_return,ann_return,avg_daily,daily_vol,hit_rate
PAA_OFF,STRONG_BULL,281,0.5053704535946724,0.4431453833147647,0.0015811545998927687,0.015564441982563001,0.6298932384341637
PAA_OFF,MILD_BULL,574,2.337269791848982,0.6973896666540389,0.002189235994950251,0.013198144431568155,0.6062717770034843
PAA_OFF,MILD_BEAR,191,0.20120871885768232,0.2736390495996104,0.0010190324522538386,0.010831063292133526,0.5654450261780105
PAA_OFF,STRONG_BEAR,30,0.07385437073263423,0.8194547895766313,0.002390963222892946,0.005105425104873555,0.6333333333333333
PAA_ON,STRONG_BULL,71,-0.004207802001545469,-0.014854805892716927,-2.1298716193555746e-05,0.00871024428746662,0.43661971830985913
PAA_ON,MILD_BULL,11,0.013278715796220197,0.3528335192608607,0.001209375088709653,0.004347689610236487,0.6363636363636364
PAA_ON,MILD_BEAR,53,0.07376907437506341,0.402725014129544,0.0013928643595510274,0.009913719827870527,0.5660377358490566
PAA_ON,STRONG_BEAR,25,0.10137099830538876,1.646616732563977,0.003951094735299989,0.012847559837802048,0.56
