date,period,w_quality,w_momentum_value,w_residual_momentum,w_low_volatility,w_mean_reversion,w_volume_sentiment,w_regime_tilt,w_flow,w_earnings_surprise,w_buy_the_dip
2020-01-01,0,0.061,0.27,0.231,0.019,0.019,0.19,0.138,0.054,0.017,0.001
2020-01-06,1,0.061,0.27,0.231,0.019,0.019,0.19,0.138,0.054,0.017,0.001
2020-01-13,2,0.061,0.27,0.231,0.019,0.019,0.19,0.138,0.054,0.017,0.001
2020-01-20,3,0.061,0.27,0.231,0.019,0.019,0.19,0.138,0.054,0.017,0.001
2020-01-27,4,0.061,0.27,0.231,0.019,0.019,0.19,0.138,0.054,0.017,0.001
2020-02-03,5,0.061,0.27,0.231,0.019,0.019,0.19,0.138,0.054,0.017,0.001
2020-02-10,6,0.0631,0.3144,0.1443,0.0221,0.0221,0.1965,0.1607,0.0558,0.0198,0.0012
2020-02-17,7,0.0641,0.3101,0.1467,0.0218,0.0218,0.1995,0.1585,0.0567,0.0195,0.0011
2020-02-24,8,0.0685,0.284,0.1615,0.02,0.02,0.2133,0.1452,0.0687,0.0179,0.0011
2020-03-02,9,0.062,0.3243,0.1418,0.0228,0.0228,0.1932,0.1658,0.0456,0.0204,0.0012
2020-03-09,10,0.0617,0.3008,0.1408,0.0212,0.0212,0.2337,0.1537,0.0469,0.0189,0.0011
2020-03-16,11,0.0691,0.3209,0.1599,0.0226,0.0226,0.157,0.164,0.0625,0.0202,0.0012
2020-03-23,12,0.0718,0.305,0.1767,0.0215,0.0215,0.1511,0.1559,0.0761,0.0192,0.0011
2020-03-30,13,0.0686,0.2609,0.1736,0.0184,0.0184,0.241,0.1333,0.0684,0.0164,0.001
2020-04-13,14,0.068,0.2572,0.17,0.0181,0.0181,0.2517,0.1315,0.0683,0.0162,0.001
2020-04-20,15,0.0679,0.257,0.1657,0.0181,0.0181,0.2503,0.1314,0.0743,0.0162,0.001
2020-04-27,16,0.0671,0.2513,0.1677,0.0177,0.0177,0.2696,0.1284,0.0639,0.0158,0.0009
2020-05-04,17,0.0692,0.2629,0.1833,0.0185,0.0185,0.231,0.1344,0.0648,0.0166,0.001
2020-05-11,18,0.0622,0.2982,0.2442,0.021,0.0211,0.1167,0.1524,0.0644,0.0188,0.0011
2020-05-18,19,0.0623,0.2975,0.2451,0.0209,0.0208,0.1168,0.1521,0.0646,0.0187,0.0011
2020-06-01,20,0.0613,0.2985,0.2462,0.021,0.0209,0.1149,0.1526,0.0648,0.0188,0.0011
2020-06-08,21,0.0617,0.2929,0.2506,0.0206,0.0205,0.1157,0.1497,0.0688,0.0184,0.0011
2020-06-15,22,0.061,0.2928,0.2505,0.0211,0.0207,0.1144,0.1532,0.0667,0.0184,0.0011
2020-06-22,23,0.0609,0.2937,0.2513,0.0208,0.0208,0.1143,0.1503,0.0682,0.0185,0.0011
2020-06-29,24,0.0592,0.2977,0.2547,0.0217,0.0211,0.111,0.1521,0.0626,0.0187,0.0011
2020-07-06,25,0.0594,0.2993,0.2561,0.0216,0.0209,0.1114,0.1478,0.0635,0.0188,0.0011
2020-07-13,26,0.0595,0.3,0.2566,0.022,0.0209,0.1116,0.1471,0.0623,0.0189,0.0011
2020-07-20,27,0.0602,0.2997,0.2564,0.0226,0.0205,0.113,0.139,0.0686,0.0189,0.0011
2020-07-27,28,0.0605,0.2996,0.2563,0.0235,0.0207,0.1134,0.139,0.067,0.0189,0.0011
2020-08-03,29,0.0608,0.2975,0.2545,0.0244,0.0195,0.1141,0.1408,0.0686,0.0187,0.0011
2020-08-10,30,0.0598,0.2536,0.2169,0.0257,0.0144,0.2418,0.1018,0.0691,0.016,0.0009
2020-08-17,31,0.0566,0.2614,0.2236,0.0209,0.0148,0.2316,0.1059,0.0679,0.0165,0.001
2020-08-24,32,0.0584,0.2729,0.2335,0.0205,0.0151,0.1984,0.1114,0.0717,0.0172,0.001
2020-08-31,33,0.0574,0.2525,0.216,0.0164,0.0153,0.2482,0.1116,0.0658,0.0159,0.0009
2020-09-07,34,0.0584,0.25,0.2139,0.0164,0.0152,0.2536,0.1104,0.0654,0.0157,0.0009
2020-09-14,35,0.058,0.2586,0.2213,0.0181,0.0169,0.2504,0.0924,0.0671,0.0163,0.001
2020-09-21,36,0.0592,0.258,0.2207,0.0179,0.0177,0.2552,0.0834,0.0707,0.0162,0.001
2020-09-28,37,0.0642,0.2559,0.2189,0.0168,0.0192,0.2521,0.0861,0.0698,0.0161,0.0009
2020-10-05,38,0.0452,0.2342,0.2509,0.0155,0.0179,0.2587,0.0986,0.0634,0.0147,0.0009
2020-10-12,39,0.0434,0.2623,0.1716,0.0184,0.0188,0.2819,0.1153,0.071,0.0165,0.001
2020-10-19,40,0.0456,0.3057,0.1539,0.0215,0.0206,0.2737,0.0899,0.0687,0.0192,0.0011
2020-10-26,41,0.0443,0.2963,0.1694,0.0179,0.0233,0.2748,0.1028,0.0514,0.0187,0.0011
2020-11-02,42,0.0461,0.2614,0.1903,0.0159,0.0215,0.2763,0.1143,0.0569,0.0165,0.001
2020-11-09,43,0.0413,0.2401,0.2321,0.0149,0.0208,0.253,0.1485,0.0334,0.0151,0.0009
2020-11-23,44,0.0411,0.2142,0.2656,0.0124,0.0174,0.2275,0.1756,0.0319,0.0135,0.0008
2020-12-07,45,0.0458,0.2219,0.3041,0.0132,0.0169,0.1617,0.1858,0.0358,0.014,0.0008
2020-12-14,46,0.0442,0.1925,0.2927,0.0122,0.0142,0.2329,0.1627,0.0357,0.0121,0.0007
2020-12-21,47,0.0653,0.2922,0.1364,0.0194,0.0209,0.2541,0.1409,0.0512,0.0184,0.0011
2020-12-28,48,0.0785,0.3266,0.1483,0.0205,0.0235,0.1285,0.1969,0.0554,0.0206,0.0012
2021-01-04,49,0.0741,0.2139,0.1581,0.013,0.0184,0.2678,0.1902,0.0502,0.0135,0.0008
2021-01-11,50,0.0577,0.1813,0.2781,0.0116,0.0136,0.2294,0.1741,0.042,0.0114,0.0007
2021-01-18,51,0.0773,0.2057,0.2268,0.0126,0.0168,0.2657,0.1316,0.0497,0.013,0.0008
2021-01-25,52,0.0864,0.1899,0.1594,0.0191,0.0244,0.2872,0.1407,0.0721,0.0196,0.0012
2021-02-01,53,0.0651,0.2674,0.2715,0.0111,0.0132,0.19,0.123,0.0472,0.011,0.0006
2021-02-08,54,0.0631,0.2209,0.2611,0.0107,0.0125,0.2121,0.1589,0.0496,0.0105,0.0006
2021-02-15,55,0.0473,0.3297,0.2765,0.0115,0.0124,0.1352,0.1348,0.0413,0.0108,0.0006
2021-02-22,56,0.0438,0.323,0.2613,0.0111,0.012,0.1657,0.132,0.04,0.0104,0.0006
2021-03-01,57,0.042,0.3247,0.2688,0.0114,0.0122,0.1619,0.1287,0.0391,0.0106,0.0006
2021-03-08,58,0.0406,0.3223,0.2675,0.0114,0.012,0.1716,0.1248,0.0386,0.0106,0.0006
2021-03-15,59,0.0416,0.3263,0.2738,0.0117,0.0123,0.1616,0.1224,0.0388,0.0108,0.0006
2021-03-22,60,0.0431,0.3325,0.2764,0.0122,0.0127,0.1496,0.1224,0.0392,0.0112,0.0007
2021-04-05,61,0.0435,0.3371,0.2776,0.0126,0.013,0.1403,0.1237,0.0398,0.0117,0.0007
2021-04-12,62,0.0451,0.3478,0.2647,0.0135,0.0138,0.1454,0.1136,0.0432,0.0123,0.0007
2021-04-19,63,0.0461,0.3625,0.2172,0.0143,0.0146,0.1595,0.1257,0.0464,0.013,0.0008
2021-04-26,64,0.0448,0.3503,0.2518,0.0136,0.0138,0.1514,0.1175,0.0437,0.0124,0.0007
2021-05-03,65,0.0457,0.348,0.266,0.0136,0.0137,0.1414,0.1152,0.0433,0.0124,0.0007
2021-05-10,66,0.0451,0.3457,0.2717,0.0135,0.0136,0.1386,0.1162,0.0425,0.0122,0.0007
2021-05-17,67,0.0452,0.3457,0.2704,0.0135,0.0137,0.1411,0.115,0.0424,0.0122,0.0007
2021-05-24,68,0.0459,0.3434,0.2795,0.0134,0.0135,0.1326,0.1176,0.0412,0.0122,0.0007
2021-05-31,69,0.0468,0.3449,0.2804,0.0135,0.0137,0.1312,0.1149,0.0417,0.0123,0.0007
2021-06-07,70,0.0467,0.343,0.2812,0.0134,0.0137,0.1307,0.1181,0.0402,0.0122,0.0007
2021-06-14,71,0.0471,0.3435,0.2842,0.0135,0.0137,0.1292,0.1154,0.0404,0.0123,0.0007
2021-06-21,72,0.0465,0.3426,0.2859,0.0134,0.0136,0.1322,0.1126,0.0404,0.0122,0.0007
2021-06-28,73,0.0472,0.343,0.2865,0.0135,0.0138,0.133,0.1106,0.0395,0.0122,0.0007
2021-07-05,74,0.0471,0.3421,0.2867,0.0133,0.0137,0.1409,0.1039,0.0394,0.0121,0.0007
2021-07-12,75,0.0473,0.3422,0.288,0.0134,0.0137,0.1335,0.1097,0.0394,0.0122,0.0007
2021-07-19,76,0.0473,0.3417,0.2877,0.0133,0.0136,0.1351,0.1093,0.0392,0.0121,0.0007
2021-07-26,77,0.0479,0.3399,0.2895,0.0132,0.0135,0.136,0.1084,0.0387,0.012,0.0007
2021-08-02,78,0.0474,0.3403,0.2891,0.0132,0.0134,0.1331,0.1116,0.0391,0.012,0.0007
2021-08-09,79,0.0465,0.3411,0.2875,0.0133,0.0135,0.1334,0.1124,0.0394,0.0121,0.0007
2021-08-16,80,0.0464,0.3405,0.2877,0.0133,0.0135,0.1326,0.1142,0.0392,0.012,0.0007
2021-08-23,81,0.0481,0.3396,0.2906,0.0133,0.0135,0.1329,0.1107,0.0385,0.0121,0.0007
2021-08-30,82,0.0475,0.3412,0.2896,0.0134,0.0135,0.1315,0.1114,0.0391,0.0122,0.0007
2021-09-06,83,0.0474,0.3412,0.2883,0.0133,0.0135,0.1336,0.1107,0.0392,0.0121,0.0007
2021-09-13,84,0.0474,0.3408,0.2861,0.0132,0.0134,0.1406,0.1063,0.0393,0.012,0.0007
2021-09-20,85,0.0459,0.3355,0.2847,0.0129,0.0131,0.1615,0.0943,0.0398,0.0117,0.0007
2021-09-27,86,0.0461,0.3378,0.2849,0.013,0.0133,0.1544,0.0982,0.0399,0.0118,0.0007
2021-10-04,87,0.0463,0.3391,0.2863,0.0131,0.0134,0.1496,0.1001,0.0396,0.0119,0.0007
2021-10-11,88,0.0469,0.342,0.2904,0.0134,0.0135,0.1384,0.1023,0.0403,0.0121,0.0007
2021-10-18,89,0.0466,0.3421,0.2892,0.0134,0.0135,0.1389,0.103,0.0405,0.0121,0.0007
2021-10-25,90,0.0465,0.3367,0.2904,0.0131,0.0132,0.1376,0.1106,0.0393,0.0118,0.0007
2021-11-01,91,0.0476,0.3289,0.2931,0.0133,0.0132,0.1428,0.1078,0.0408,0.0118,0.0007
2021-11-08,92,0.0463,0.3369,0.2899,0.0131,0.0132,0.1405,0.1087,0.039,0.0117,0.0007
2021-11-15,93,0.0472,0.3414,0.2911,0.0134,0.0135,0.1344,0.1074,0.039,0.012,0.0007
2021-11-22,94,0.0476,0.3428,0.2919,0.0135,0.0136,0.1342,0.1051,0.0386,0.0121,0.0007
2021-11-29,95,0.0458,0.3402,0.2889,0.0135,0.0139,0.1598,0.0872,0.038,0.012,0.0007
2021-12-06,96,0.0487,0.3513,0.2816,0.0152,0.0154,0.1523,0.0848,0.037,0.013,0.0008
2021-12-13,97,0.0498,0.3458,0.2839,0.014,0.0139,0.1271,0.1167,0.0357,0.0124,0.0007
2021-12-20,98,0.0784,0.1959,0.1579,0.0269,0.0261,0.2598,0.1635,0.0667,0.0234,0.0014
2021-12-27,99,0.0715,0.181,0.1574,0.0222,0.0196,0.2777,0.2007,0.0509,0.0179,0.0011
2022-01-03,100,0.0652,0.1866,0.1815,0.016,0.0173,0.2767,0.1897,0.0522,0.0141,0.0008
2022-01-10,101,0.0653,0.1745,0.1797,0.0173,0.0186,0.2755,0.197,0.0555,0.0157,0.0009
2022-01-17,102,0.0483,0.2224,0.2269,0.0127,0.0136,0.2469,0.1749,0.042,0.0116,0.0007
2022-01-24,103,0.0554,0.2049,0.1686,0.0161,0.0173,0.2755,0.1923,0.0544,0.0146,0.0009
2022-01-31,104,0.0613,0.188,0.1621,0.0182,0.0191,0.2825,0.1912,0.0602,0.0163,0.001
2022-02-07,105,0.0544,0.2003,0.1693,0.0158,0.0165,0.2747,0.1973,0.0565,0.0144,0.0008
2022-02-14,106,0.0665,0.1792,0.1613,0.0234,0.0228,0.251,0.2069,0.067,0.0207,0.0012
2022-02-21,107,0.0683,0.1823,0.1644,0.0244,0.0237,0.237,0.2108,0.0663,0.0215,0.0013
2022-02-28,108,0.0717,0.1905,0.1701,0.0265,0.0252,0.2008,0.2191,0.0716,0.0232,0.0014
2022-03-07,109,0.0716,0.1908,0.1669,0.0272,0.0256,0.2022,0.2166,0.0744,0.0234,0.0014
2022-03-14,110,0.0729,0.1955,0.1747,0.0275,0.0245,0.1801,0.2243,0.076,0.0231,0.0014
2022-03-21,111,0.0749,0.1957,0.1732,0.0279,0.0249,0.1765,0.2232,0.0788,0.0235,0.0014
