date,symbol,side,quantity,entry_price,exit_price,weight,pnl,pnl_pct,holding_days,signal_alpha,regime,sector,trade_type
2021-01-11,COALINDIA,SELL,1346,89.11186981201172,0,0.0,0,0,0,0.26228276539162176,2,Energy,REBALANCE
2021-01-11,SHRIRAMFIN,BUY,507,236.59085083007812,0,0.12,0,0,0,1.55188536550897,2,Financials,REBALANCE
2021-01-11,INDIGO,SELL,69,1729.3775634765625,0,0.0,0,0,0,1.421496694702443,2,Aviation,REBALANCE
2021-01-11,JUNIORBEES,BUY,335,357.260009765625,0,0.12,0,0,0,1.94542259138441,2,Other,REBALANCE
2021-01-18,GODREJPROP,BUY,5,1382.300048828125,0,0.01818181818181818,0,0,0,-0.4228375443818463,2,Real Estate,REBALANCE
2021-01-18,INFRABEES,BUY,19,410.8999938964844,0,0.01818181818181818,0,0,0,0.021610546396111836,2,Other,REBALANCE
2021-01-18,TATASTEEL,SELL,259,60.76934051513672,0,0.10421611555591799,0,0,0,1.55188536550897,2,Metals,REBALANCE
2021-01-18,DEEPAKNTR,BUY,119,1004.845947265625,0,0.12,0,0,0,1.94542259138441,2,Chemicals,REBALANCE
2021-01-18,DMART,SELL,42,2820.949951171875,0,0.0,0,0,0,0.7874226657008149,2,Retail,REBALANCE
2021-01-18,PERSISTENT,BUY,138,779.1705322265625,0,0.10792539206197643,0,0,0,1.6283614067169068,2,IT,REBALANCE
2021-01-18,TATAELXSI,BUY,5,2250.369873046875,0,0.13149850331339577,0,0,0,2.1143807715275598,2,IT,REBALANCE
2021-01-18,JUNIORBEES,SELL,339,353.760009765625,0,0.0,0,0,0,1.4835398594012967,2,Other,REBALANCE
