date,nav,dd,n_positions,regime
2021-01-05,1003121.0753049596,0.0,22,0
2021-01-06,1002170.9284102868,0.0009471906413529536,22,0
2021-01-07,1016074.6836598145,0.0,22,0
2021-01-08,1026011.6827210695,0.0,22,0
2021-01-11,1026263.3922467266,0.0,22,0
2021-01-12,1026607.8996057484,0.0,22,0
2021-01-13,1026092.7369203974,0.0005018105603403405,22,0
2021-01-14,1029705.0218976868,0.0,22,0
2021-01-15,1012907.5141391222,0.016312931763319667,22,0
2021-01-18,994109.6716425379,0.034568492430529923,22,0
2021-01-19,1018528.4547935434,0.010854144503972174,22,0
2021-01-20,1031038.6424619402,0.0,22,0
2021-01-21,1009441.865518932,0.020946622224981646,22,0
2021-01-22,988667.569898112,0.0410955233090522,22,0
2021-01-25,980373.5250257883,0.04913988220186625,22,0
2021-01-27,977274.3436024437,0.0521457651006336,22,0
2021-01-28,969917.7324626412,0.05928091099801354,22,0
2021-01-29,967109.6883751325,0.06200442103135582,22,0
2021-02-01,1021743.8678481226,0.009014962418501865,22,0
2021-02-02,1038047.0481446316,0.0,22,0
2021-02-03,1063939.2441233604,0.0,22,0
2021-02-04,1072122.820167898,0.0,22,0
2021-02-05,1068729.8579246404,0.0031647141348285146,22,0
2021-02-08,1090802.0322426646,0.0,22,0
2021-02-09,1088868.348314353,0.00177271757033305,22,0
2021-02-10,1097922.9303740284,0.0,22,0
2021-02-11,1106962.0780924214,0.0,22,0
2021-02-12,1113563.9020523215,0.0,22,0
2021-02-15,1140396.4520166581,0.0,22,0
2021-02-16,1145800.8679467626,0.0,22,0
2021-02-17,1156521.8936595516,0.0,22,0
2021-02-18,1159638.1716803885,0.0,22,0
2021-02-19,1137735.0713222562,0.018887874591428207,22,0
2021-02-22,1126731.14978194,0.02837697369927391,22,0
2021-02-23,1137812.5216126558,0.0188210862670258,22,0
2021-02-24,1149547.9129812317,0.008701212969331107,22,0
2021-02-25,1169470.3804598353,0.0,22,0
2021-02-26,1136557.0369887734,0.028143802546004106,22,0
2021-03-01,1172829.4903469412,0.0,22,0
2021-03-02,1190725.0969532782,0.0,21,0
2021-03-03,1210602.1594223317,0.0,21,0
2021-03-04,1215731.8260587587,0.0,21,0
2021-03-05,1187562.6175971576,0.02317057747260092,21,0
2021-03-08,1190790.3982410724,0.0205155670708589,22,0
2021-03-09,1182950.2599568625,0.026964471439535807,22,0
2021-03-10,1197280.5356193162,0.015177105710277517,22,0
2021-03-12,1187639.7508529963,0.023107131526558113,22,0
2021-03-15,1184282.628531846,0.025868531902193265,22,0
2021-03-16,1187406.9082892912,0.023298656136438483,22,0
2021-03-17,1158442.400263493,0.04712340712588765,22,0
2021-03-18,1149865.9661798354,0.05417795147508119,22,0
2021-03-19,1167482.3416121535,0.039687604957273866,22,0
2021-03-22,1175678.6086710861,0.03294576692749727,22,0
2021-03-23,1182224.5693275265,0.027561388139239758,22,0
2021-03-24,1145803.802833329,0.057519283222293424,21,0
2021-03-25,1121232.459365283,0.07773043747635543,21,0
2021-03-26,1143655.2045112194,0.059286612394776325,21,0
2021-03-30,1163402.8099926133,0.043043222974419544,21,0
2021-03-31,1166043.2343831954,0.04087134235569622,21,0
2021-04-01,1198184.687614646,0.014433395645319338,21,0
2021-04-05,1184490.6017656524,0.025697463555253087,22,0
2021-04-06,1199390.6419983972,0.013441438078772208,22,0
2021-04-07,1219017.980760638,0.0,22,0
2021-04-08,1234276.4026284958,0.0,22,0
2021-04-09,1234734.2291019743,0.0,22,0
2021-04-12,1159603.890976422,0.06084737618409979,22,0
2021-04-13,1184533.6022831737,0.04065703018155708,21,0
2021-04-15,1190471.3965683558,0.035848064701187496,21,0
2021-04-16,1204058.2051413038,0.024844232254726765,21,0
2021-04-19,1188394.8519980342,0.03752983922511234,22,0
2021-04-20,1191985.3556523698,0.03462192303577416,21,0
2021-04-22,1203670.6443384069,0.025158114217146196,21,0
2021-04-23,1208526.917367107,0.021225062946483582,21,0
2021-04-26,1217228.8117495691,0.014177477986608409,22,0
2021-04-27,1244099.036877799,0.0,22,0
2021-04-28,1260833.3707942234,0.0,22,0
2021-04-29,1280312.0270236942,0.0,22,0
2021-04-30,1271840.5291747157,0.006616744723293707,22,0
2021-05-03,1287806.0863910334,0.0,22,0
2021-05-04,1284686.5237971302,0.0024223853473510654,22,0
2021-05-05,1292961.0789653056,0.0,22,0
2021-05-06,1308002.708300499,0.0,22,0
2021-05-07,1315096.381078563,0.0,22,0
2021-05-10,1326228.519462877,0.0,22,0
2021-05-11,1327004.0636962454,0.0,22,0
2021-05-12,1303666.2672132542,0.017586831209835146,21,0
2021-05-14,1276851.995352387,0.037793454983223326,21,0
2021-05-17,1306505.4297370934,0.015447303079129249,22,0
2021-05-18,1322999.9523170593,0.003017407021371947,22,0
2021-05-19,1318425.3667725592,0.006464710364029357,22,0
2021-05-20,1304849.781146093,0.016694962100148897,21,0
2021-05-21,1315593.511977248,0.00859873155716985,21,0
2021-05-24,1312791.5344430655,0.01071023792767615,22,0
2021-05-25,1314027.898360222,0.009778542275054852,22,0
2021-05-26,1315094.724028808,0.008974606780227195,22,0
2021-05-27,1322330.6279944489,0.0035217945669127307,22,0
2021-05-28,1323773.7905254038,0.0024342601949868953,22,0
2021-05-31,1337651.8929006702,0.0,22,0
2021-06-01,1337357.4617472093,0.00022011044504441558,22,0
2021-06-02,1364733.737189141,0.0,22,0
2021-06-03,1364236.8711429397,0.00036407544758496437,22,0
2021-06-04,1378820.3830201027,0.0,22,0
2021-06-07,1385840.6633175998,0.0,22,0
2021-06-08,1389670.8522962267,0.0,22,0
2021-06-09,1372150.760164002,0.012607368214764905,22,0
2021-06-10,1389743.8571003296,0.0,22,0
2021-06-11,1393343.430899382,0.0,22,0
2021-06-14,1382893.763814256,0.0074997067150780914,22,0
2021-06-15,1386506.8686089322,0.004906588095109446,22,0
2021-06-16,1375472.88165211,0.01282566009999194,21,0
2021-06-17,1367806.8047549915,0.018327589292115188,20,0
2021-06-18,1356545.740590036,0.026409634188746874,19,0
2021-06-21,1368068.2178934978,0.018139973566724716,22,0
2021-06-22,1375664.4777091253,0.01268815196469211,21,0
2021-06-23,1373139.6036920117,0.014500249370917236,21,0
2021-06-24,1378319.3075433897,0.010782785509165194,21,0
2021-06-25,1388821.1499961235,0.0032456326293794848,21,0
2021-06-28,1397404.4379073458,0.0,22,0
2021-06-29,1400824.7331131855,0.0,22,0
2021-06-30,1414594.1850980257,0.0,22,0
2021-07-01,1419618.52855313,0.0,22,0
2021-07-02,1424850.3007244628,0.0,22,0
2021-07-05,1426796.166245905,0.0,22,0
2021-07-06,1422753.525777389,0.0028333693096139014,22,0
2021-07-07,1428298.1893126583,0.0,22,0
2021-07-08,1421760.4303534308,0.004577306761393885,22,0
2021-07-09,1432602.425418201,0.0,22,0
2021-07-12,1440925.0591539606,0.0,22,0
2021-07-13,1442669.9304975714,0.0,22,0
2021-07-14,1454969.3404215162,0.0,22,0
2021-07-15,1458398.9500130268,0.0,22,0
2021-07-16,1453428.5419585754,0.0034081264625204655,22,0
2021-07-19,1446419.109373173,0.00821437826717226,22,0
2021-07-20,1432100.266153998,0.01803257185476851,22,0
2021-07-22,1453569.515215652,0.003311463435524022,22,0
2021-07-23,1457313.724597735,0.0007441210892822137,22,0
2021-07-26,1465690.2770227368,0.0,22,0
2021-07-27,1460687.8259430805,0.0034130342256331746,22,0
2021-07-28,1462432.66932602,0.002222575770465026,22,0
2021-07-29,1489952.9335369165,0.0,22,0
2021-07-30,1489670.6016491835,0.00018949047408010832,22,0
2021-08-02,1502577.2116013195,0.0,22,0
2021-08-03,1507034.637604289,0.0,22,0
2021-08-04,1498417.112943048,0.005718199466828614,22,0
2021-08-05,1499819.945064087,0.004787343542196979,22,0
