date,signal,period_contribution,cumulative
2021-01-11,quality,0.0016259614585637941,0.0016259614585637941
2021-01-11,residual_momentum,0.01067582518621062,0.01067582518621062
2021-01-11,low_volatility,-5.479969728767244e-05,-5.479969728767244e-05
2021-01-11,mean_reversion,-0.0001989255611593881,-0.0001989255611593881
2021-01-11,volume_sentiment,0.0011571499757875628,0.0011571499757875628
2021-01-11,flow,0.0010492728182953945,0.0010492728182953945
2021-01-11,earnings_surprise,0.0,0.0
2021-01-11,buy_the_dip,-1.6170901570935776e-05,-1.6170901570935776e-05
2021-01-11,relative_strength,0.005625343988349644,0.005625343988349644
2021-01-18,quality,-0.0005229299375754418,0.0011030315209883523
2021-01-18,residual_momentum,-0.009190479770648149,0.0014853454155624706
2021-01-18,low_volatility,0.00015560988138509877,0.00010081018409742633
2021-01-18,mean_reversion,0.00011040678245757563,-8.851877870181247e-05
2021-01-18,volume_sentiment,-0.00041098811651611353,0.0007461618592714493
2021-01-18,flow,9.117590544444615e-05,0.0011404487237398407
2021-01-18,earnings_surprise,0.0,0.0
2021-01-18,buy_the_dip,6.881297342596405e-06,-9.289604228339372e-06
2021-01-18,relative_strength,-0.00215704857105929,0.003468295417290354
2021-01-25,quality,0.0005529261220223835,0.0016559576430107358
2021-01-25,momentum_value,-0.014247222285802354,-0.014247222285802354
2021-01-25,residual_momentum,-0.008405574250883441,-0.006920228835320971
2021-01-25,low_volatility,-5.176480363749496e-05,4.904538045993137e-05
2021-01-25,mean_reversion,0.0004355998101792597,0.00034708103147744723
2021-01-25,volume_sentiment,0.0009907100612292755,0.0017368719205007248
2021-01-25,regime_tilt,-9.62356052221333e-05,-9.62356052221333e-05
2021-01-25,flow,-3.7242381594505825e-05,0.0011032063421453349
2021-01-25,earnings_surprise,0.0,0.0
2021-01-25,buy_the_dip,3.0356592388291136e-05,2.1066988159951764e-05
2021-01-25,relative_strength,-0.004591895634198821,-0.0011236002169084675
2021-02-01,quality,0.0014935982172545293,0.0031495558602652653
2021-02-01,momentum_value,0.01147807504821104,-0.0027691472375913143
2021-02-01,residual_momentum,0.011987579108163945,0.005067350272842974
2021-02-01,low_volatility,-0.0009254144942290392,-0.0008763691137691077
2021-02-01,mean_reversion,-0.0001882419783379958,0.00015883905313945142
2021-02-01,volume_sentiment,-8.32313656993316e-05,0.0016536405548013933
2021-02-01,regime_tilt,0.003833189271216914,0.0037369536659947805
2021-02-01,flow,0.001032501125690402,0.002135707467835737
2021-02-01,earnings_surprise,0.0,0.0
2021-02-01,buy_the_dip,-1.440153534626262e-05,6.665452813689144e-06
2021-02-01,relative_strength,0.006016283760024741,0.004892683543116273
2021-02-08,quality,-0.0003742697999745635,0.0027752860602907018
2021-02-08,momentum_value,0.0014686536826586847,-0.0013004935549326296
2021-02-08,residual_momentum,0.0006516842479814908,0.005719034520824465
2021-02-08,low_volatility,-0.0002918505105029945,-0.0011682196242721022
2021-02-08,mean_reversion,-8.229030735373697e-06,0.00015061002240407772
2021-02-08,volume_sentiment,0.001039722923615852,0.0026933634784172453
2021-02-08,regime_tilt,0.0031078037935552655,0.0068447574595500455
2021-02-08,flow,-0.0008037757526308787,0.0013319317152048582
2021-02-08,earnings_surprise,0.0,0.0
2021-02-08,buy_the_dip,-9.004817412400102e-06,-2.3393645987109576e-06
2021-02-08,relative_strength,0.0012409243018012307,0.006133607844917504
2021-02-15,quality,0.0021424238669066104,0.004917709927197312
