date,symbol,side,quantity,entry_price,exit_price,weight,pnl,pnl_pct,holding_days,signal_alpha,regime,sector,trade_type
2021-01-11,TORNTPOWER,SELL,34,294.0249938964844,0,0.0,0,0,0,-0.13001858330708427,1,Utilities,REBALANCE
2021-01-11,LT,SELL,7,1303.2777099609375,0,0.0,0,0,0,-1.4835398594012967,1,Industrials,REBALANCE
2021-01-11,DIVISLAB,BUY,8,3743.5185546875,0,0.032944440564680315,0,0,0,0.9789873966457007,1,Pharma,REBALANCE
2021-01-11,BEL,BUY,1147,40.537559509277344,0,0.04650527867152811,0,0,0,1.4835398594012967,1,Defence,REBALANCE
2021-01-11,ASTRAL,BUY,40,982.3533325195312,0,0.039303826859226274,0,0,0,1.215598433913494,1,Capital Goods,REBALANCE
2021-01-11,INDIGO,SELL,43,1729.3775634765625,0,0.044837746905205256,0,0,0,1.421496694702443,1,Aviation,REBALANCE
2021-01-11,COALINDIA,SELL,1346,89.11186981201172,0,0.0,0,0,0,0.26228276539162176,1,Energy,REBALANCE
2021-01-11,SHRIRAMFIN,BUY,204,236.59085083007812,0,0.048342198616422936,0,0,0,1.55188536550897,1,Financials,REBALANCE
2021-01-11,NV20BEES,BUY,480,76.94999694824219,0,0.03699398841166431,0,0,0,1.129657220915282,1,Other,REBALANCE
2021-01-11,CHOLAFIN,SELL,132,426.1402587890625,0,0.06346036712400371,0,0,0,2.1143807715275598,1,Financials,REBALANCE
2021-01-11,TATAELXSI,SELL,35,1950.19970703125,0,0.05039764271016436,0,0,0,1.6283614067169068,1,IT,REBALANCE
2021-01-11,JUNIORBEES,BUY,164,357.260009765625,0,0.05891928453371141,0,0,0,1.94542259138441,1,Other,REBALANCE
2021-01-11,DEEPAKNTR,BUY,40,1036.7451171875,0,0.041884054921700484,0,0,0,1.311599883368101,1,Chemicals,REBALANCE
2021-01-11,DIXON,SELL,16,3067.12548828125,0,0.06915739948161374,0,0,0,2.3263478740408408,1,Capital Goods,REBALANCE
2021-01-11,TATASTEEL,SELL,1050,61.393489837646484,0,0.05551190397530244,0,0,0,1.8186455928500607,1,Metals,REBALANCE
2021-01-11,ADANIENT,SELL,98,516.7447509765625,0,0.06915739955904822,0,0,0,2.3263478740408408,1,Industrials,REBALANCE
2021-01-11,LIQUIDBEES,SELL,12,827.1216430664062,0,0.0,0,0,0,-1.7157549836836816,1,Other,REBALANCE
2021-01-11,DMART,SELL,22,2967.5,0,0.05274651705985031,0,0,0,1.715754983683681,1,Retail,REBALANCE
2021-01-11,TATACONSUM,BUY,59,586.4133911132812,0,0.03488900226941972,0,0,0,1.0513378518266911,1,FMCG,REBALANCE
2021-01-11,VBL,BUY,413,86.91470336914062,0,0.035919038571943375,0,0,0,1.0896619819461069,1,FMCG,REBALANCE
2021-01-11,ASIANPAINT,BUY,11,2722.864990234375,0,0.03202208349253778,0,0,0,0.9446695913944757,1,Consumer Disc.,REBALANCE
2021-01-11,LTIM,BUY,11,3856.3095703125,0,0.043305547638593574,0,0,0,1.3644887481703287,1,IT,REBALANCE
2021-01-11,JSWSTEEL,BUY,81,381.3460998535156,0,0.03112869859919787,0,0,0,0.9114297858249173,1,Metals,REBALANCE
2021-01-11,PERSISTENT,BUY,50,751.3345947265625,0,0.038119837196372915,0,0,0,1.171546171302762,1,IT,REBALANCE
2021-01-11,GOLDBEES,SELL,228,43.83000183105469,0,0.0,0,0,0,-1.6283614067169068,1,Other,REBALANCE
2021-01-11,ITBEES,BUY,1282,26.43000030517578,0,0.033898879365625634,0,0,0,1.0144987457841006,1,Other,REBALANCE
2021-01-11,MOTHERSON,BUY,914,44.37014389038086,0,0.040554863472186974,0,0,0,1.2621451766228082,1,Auto,REBALANCE
2021-01-18,TORNTPOWER,BUY,62,290.6116638183594,0,0.01818181818181818,0,0,0,0.021610546396111836,2,Utilities,REBALANCE
2021-01-18,LT,BUY,14,1285.010498046875,0,0.01818181818181818,0,0,0,-0.7874226657008152,2,Industrials,REBALANCE
2021-01-18,DIVISLAB,SELL,9,3535.59130859375,0,0.0,0,0,0,1.171546171302762,2,Pharma,REBALANCE
2021-01-18,BEL,SELL,1135,40.95183181762695,0,0.0,0,0,0,1.2621451766228082,2,Defence,REBALANCE
2021-01-18,ASTRAL,SELL,41,944.3732299804688,0,0.0,0,0,0,0.8172368220294002,2,Capital Goods,REBALANCE
2021-01-18,INDIGO,SELL,27,1628.29833984375,0,0.0,0,0,0,1.215598433913494,2,Aviation,REBALANCE
2021-01-18,SHRIRAMFIN,BUY,325,219.94708251953125,0,0.12,0,0,0,1.8186455928500607,2,Financials,REBALANCE
2021-01-18,NV20BEES,SELL,472,78.33999633789062,0,0.0,0,0,0,-0.5695756948964268,2,Other,REBALANCE
2021-01-18,CHOLAFIN,BUY,135,418.54119873046875,0,0.12,0,0,0,1.715754983683681,2,Financials,REBALANCE
2021-01-18,TATAELXSI,BUY,36,2250.369873046875,0,0.13149850024550508,0,0,0,2.1143807715275598,2,IT,REBALANCE
2021-01-18,JUNIORBEES,SELL,166,353.760009765625,0,0.0,0,0,0,1.4835398594012967,2,Other,REBALANCE
2021-01-18,DEEPAKNTR,BUY,77,1004.845947265625,0,0.12,0,0,0,1.94542259138441,2,Chemicals,REBALANCE
2021-01-18,DIXON,BUY,17,2973.0107421875,0,0.12,0,0,0,2.3263478740408408,2,Capital Goods,REBALANCE
2021-01-18,TATASTEEL,BUY,801,60.76934051513672,0,0.1042161177945613,0,0,0,1.55188536550897,2,Metals,REBALANCE
2021-01-18,ADANIENT,BUY,96,526.0223388671875,0,0.12,0,0,0,2.3263478740408408,2,Industrials,REBALANCE
2021-01-18,LIQUIDBEES,BUY,12,827.1216430664062,0,0.00999817635201524,0,0,0,-1.7157549836836816,2,Other,REBALANCE
2021-01-18,DMART,SELL,18,2820.949951171875,0,0.0,0,0,0,0.7874226657008149,2,Retail,REBALANCE
2021-01-18,TATACONSUM,SELL,60,579.534912109375,0,0.0,0,0,0,1.129657220915282,2,FMCG,REBALANCE
2021-01-18,VBL,SELL,456,78.62351989746094,0,0.0,0,0,0,0.6744897501960817,2,FMCG,REBALANCE
2021-01-18,ASIANPAINT,SELL,12,2479.934814453125,0,0.0,0,0,0,0.5443409149356104,2,Consumer Disc.,REBALANCE
2021-01-18,LTIM,SELL,10,4040.68115234375,0,0.0,0,0,0,1.421496694702443,2,IT,REBALANCE
2021-01-18,JSWSTEEL,SELL,83,373.1578674316406,0,0.0,0,0,0,1.0896619819461069,2,Metals,REBALANCE
2021-01-18,PERSISTENT,BUY,89,779.1705322265625,0,0.10792539289226671,0,0,0,1.6283614067169068,2,IT,REBALANCE
2021-01-18,GOLDBEES,BUY,232,43.029998779296875,0,0.00999817635201524,0,0,0,0.470593522094088,2,Other,REBALANCE
2021-01-18,ITBEES,SELL,1264,26.799999237060547,0,0.0,0,0,0,-0.3993230673495512,2,Other,REBALANCE
2021-01-18,MOTHERSON,SELL,944,42.91754913330078,0,0.0,0,0,0,1.3644887481703287,2,Auto,REBALANCE
2021-01-25,TORNTPOWER,SELL,65,279.36529541015625,0,0.0,0,0,0,-0.021610546396111974,0,Utilities,REBALANCE
2021-01-25,LT,SELL,14,1292.554443359375,0,0.0,0,0,0,-0.7582925569911514,0,Industrials,REBALANCE
2021-01-25,DIVISLAB,BUY,10,3438.490478515625,0,0.036129575083928486,0,0,0,1.129657220915282,0,Pharma,REBALANCE
2021-01-25,BEL,BUY,1147,40.614280700683594,0,0.046612632491207534,0,0,0,1.4835398594012967,0,Defence,REBALANCE
2021-01-25,EICHERMOT,BUY,11,2834.080810546875,0,0.03380952223246118,0,0,0,1.0513378518266911,0,Auto,REBALANCE
2021-01-25,INDIGO,BUY,29,1639.5294189453125,0,0.048637229899483415,0,0,0,1.55188536550897,0,Aviation,REBALANCE
2021-01-25,SHRIRAMFIN,SELL,358,210.10513305664062,0,0.04477472933099787,0,0,0,1.421496694702443,0,Financials,REBALANCE
2021-01-25,GRASIM,BUY,52,975.1567993164062,0,0.05090267800635617,0,0,0,1.6283614067169068,0,Cement,REBALANCE
2021-01-25,WIPRO,BUY,154,205.45208740234375,0,0.03166628646044273,0,0,0,0.9789873966457007,0,IT,REBALANCE
2021-01-25,CHOLAFIN,SELL,143,416.6167297363281,0,0.060294974332776745,0,0,0,1.94542259138441,0,Financials,REBALANCE
2021-01-25,TATAELXSI,SELL,24,2448.9404296875,0,0.07157911540486901,0,0,0,2.3263478740408408,0,IT,REBALANCE
2021-01-25,JUNIORBEES,BUY,106,349.3999938964844,0,0.037370450771922185,0,0,0,1.171546171302762,0,Other,REBALANCE
2021-01-25,DEEPAKNTR,SELL,64,984.0057983398438,0,0.05653946226063303,0,0,0,1.8186455928500607,0,Chemicals,REBALANCE
2021-01-25,DIXON,SELL,19,2812.380859375,0,0.06530001878465748,0,0,0,2.1143807715275598,0,Capital Goods,REBALANCE
2021-01-25,SBIN,BUY,113,261.7746887207031,0,0.02966502904001629,0,0,0,0.9114297858249173,0,Financials,REBALANCE
2021-01-25,TATASTEEL,SELL,910,55.69877243041992,0,0.053491536132742254,0,0,0,1.715754983683681,0,Metals,REBALANCE
2021-01-25,ADANIENT,SELL,92,525.5234985351562,0,0.0715791154797116,0,0,0,2.3263478740408408,0,Industrials,REBALANCE
2021-01-25,LIQUIDBEES,SELL,12,827.1216430664062,0,0.0,0,0,0,-1.8186455928500607,0,Other,REBALANCE
2021-01-25,DMART,BUY,13,2862.75,0,0.03867541007863612,0,0,0,1.215598433913494,0,Retail,REBALANCE
2021-01-25,TATACONSUM,BUY,62,562.5548095703125,0,0.034944797435526184,0,0,0,1.0896619819461069,0,FMCG,REBALANCE
2021-01-25,BAJFINANCE,BUY,67,487.0927734375,0,0.03271823862391563,0,0,0,1.0144987457841006,0,Financials,REBALANCE
2021-01-25,LTIM,BUY,10,3702.94091796875,0,0.04005426327942901,0,0,0,1.2621451766228082,0,IT,REBALANCE
2021-01-25,JSWSTEEL,BUY,86,355.3613586425781,0,0.03064969123635905,0,0,0,0.9446695913944757,0,Metals,REBALANCE
2021-01-25,PERSISTENT,SELL,89,738.4686279296875,0,0.04151925897188953,0,0,0,1.311599883368101,0,IT,REBALANCE
2021-01-25,GOLDBEES,SELL,232,43.040000915527344,0,0.0,0,0,0,0.446588204506179,0,Other,REBALANCE
2021-01-25,MOTHERSON,BUY,1044,41.26687240600586,0,0.043085984662038584,0,0,0,1.3644887481703287,0,Auto,REBALANCE
2021-02-01,TORNTPOWER,BUY,140,270.26312255859375,0,0.03799999999999999,0,0,0,-0.15184353428158326,3,Utilities,REBALANCE
2021-02-01,LT,BUY,30,1266.5533447265625,0,0.03799999999999999,0,0,0,-0.7874226657008152,3,Industrials,REBALANCE
2021-02-01,ADANIPORTS,BUY,76,494.774658203125,0,0.03799999999999999,0,0,0,0.7874226657008149,3,Industrials,REBALANCE
2021-02-01,SUNPHARMA,BUY,68,553.1102294921875,0,0.03799999999999999,0,0,0,0.49487316356862393,3,Pharma,REBALANCE
2021-02-01,JSWENERGY,BUY,542,70.07475280761719,0,0.03799999999999999,0,0,0,-0.15184353428158326,3,Utilities,REBALANCE
2021-02-01,APOLLOHOSP,BUY,15,2528.193603515625,0,0.03799999999999999,0,0,0,0.8172368220294002,3,Healthcare,REBALANCE
2021-02-01,HUDCO,BUY,1139,33.34847640991211,0,0.03799999999999999,0,0,0,-0.15184353428158326,3,Real Estate,REBALANCE
2021-02-01,BPCL,BUY,292,129.73817443847656,0,0.03799999999999999,0,0,0,-0.5951785333332777,3,Energy,REBALANCE
2021-02-01,BEL,SELL,215,39.90847396850586,0,0.03799999999999999,0,0,0,1.3644887481703287,3,Defence,REBALANCE
2021-02-01,ASTRAL,BUY,39,956.7731323242188,0,0.03799999999999999,0,0,0,0.7297921535577713,3,Capital Goods,REBALANCE
2021-02-01,CONCOR,BUY,93,406.3233947753906,0,0.03799999999999999,0,0,0,-0.15184353428158326,3,Railways,REBALANCE
2021-02-01,RVNL,BUY,1398,27.1639347076416,0,0.03799999999999999,0,0,0,-0.15184353428158326,3,Railways,REBALANCE
2021-02-01,PSUBNKBEES,BUY,1907,19.920000076293945,0,0.03799999999999999,0,0,0,-0.15184353428158326,3,Other,REBALANCE
2021-02-01,INDIGO,SELL,6,1545.138916015625,0,0.03799999999999999,0,0,0,1.55188536550897,3,Aviation,REBALANCE
2021-02-01,TATACOMM,BUY,40,937.9367065429688,0,0.03799999999999999,0,0,0,-0.15184353428158326,3,Telecom,REBALANCE
2021-02-01,HINDALCO,BUY,173,218.39508056640625,0,0.03799999999999999,0,0,0,-0.9114297858249173,3,Metals,REBALANCE
2021-02-01,SHRIRAMFIN,SELL,189,235.79652404785156,0,0.0,0,0,0,1.94542259138441,3,Financials,REBALANCE
2021-02-01,GRASIM,SELL,49,1025.322998046875,0,0.0,0,0,0,1.715754983683681,3,Cement,REBALANCE
2021-02-01,WIPRO,SELL,164,193.04873657226562,0,0.0,0,0,0,0.8477957612280971,3,IT,REBALANCE
2021-02-01,CHOLAFIN,SELL,153,392.6352233886719,0,0.0,0,0,0,1.8186455928500607,3,Financials,REBALANCE
2021-02-01,TATAELXSI,SELL,27,2568.00634765625,0,0.0,0,0,0,2.3263478740408408,3,IT,REBALANCE
