date,nav,dd,n_positions,regime
2021-01-05,1001527.8694270351,0.0,12,2
2021-01-06,1004930.8409165562,0.0,12,2
2021-01-07,1031451.1115762367,0.0,12,2
2021-01-08,1033490.9941107492,0.0,12,2
2021-01-11,1032402.9174540589,0.0010528167762376597,22,1
2021-01-12,1032485.3333917418,0.0009730715843079742,22,1
2021-01-13,1031969.9364524633,0.0014717667274834069,22,1
2021-01-14,1035479.4450290841,0.0,22,1
2021-01-15,1018501.252890024,0.01639645501469442,22,1
2021-01-18,1005013.0583248266,0.02942249298188795,12,2
2021-01-19,1036573.2274848232,0.0,12,2
2021-01-20,1057072.2290663724,0.0,12,2
2021-01-21,1023176.907605217,0.03206528421533925,12,2
2021-01-22,997991.9825234362,0.05589045376314262,12,2
2021-01-25,988015.837657736,0.0653279780792542,22,0
2021-01-27,984892.4971669978,0.06828268675937617,22,0
2021-01-28,977478.5389819401,0.07529635903379187,22,0
2021-01-29,974648.6052925239,0.07797350219544291,22,0
2021-02-01,989173.5087900267,0.06423281059641048,22,3
2021-02-02,1000924.772247753,0.05311600785143127,22,3
2021-02-03,1012432.4864179421,0.04222960496072914,22,3
2021-02-04,1026356.0011444179,0.02905783264127908,22,3
2021-02-05,1023172.9466678526,0.032069031298325126,22,3
2021-02-08,1042061.0305475118,0.014200731138418814,22,0
2021-02-09,1040213.7506560881,0.015948274816730373,22,0
2021-02-10,1048863.7410427406,0.007765304770972598,22,0
2021-02-11,1057498.9867667193,0.0,22,0
2021-02-12,1063805.8172386845,0.0,22,0
2021-02-15,1089431.561438153,0.0,22,0
2021-02-16,1094594.4513044797,0.0,22,0
2021-02-17,1104836.3489518634,0.0,22,0
2021-02-18,1107813.3589349517,0.0,22,0
2021-02-19,1086889.1191432083,0.018887874589145554,22,0
2021-02-22,1076393.7051505153,0.028361865770099724,22,1
2021-02-23,1087187.632666076,0.018618412661772877,22,1
2021-02-24,1098416.5785045018,0.008482277591853474,22,1
2021-02-25,1117413.379407865,0.0,22,1
2021-02-26,1085642.0811630825,0.02843289585598,22,1
2021-03-01,1120055.33149482,0.0,22,1
2021-03-02,1137272.5632047693,0.0,22,1
2021-03-03,1154640.1147908487,0.0,22,1
2021-03-04,1162818.2640208458,0.0,22,1
2021-03-05,1138657.415089104,0.020777837499900618,22,1
2021-03-08,1142003.2056866388,0.01790052579861592,22,1
2021-03-09,1134540.7298891624,0.02431810284257496,22,1
2021-03-10,1148222.499940465,0.012552059536724933,22,1
2021-03-12,1138765.6359045247,0.020684769805000124,22,1
2021-03-15,1135245.8373597122,0.023711724793341604,22,1
2021-03-16,1138028.2923582895,0.021318870222107107,22,1
2021-03-17,1110261.1941477214,0.045198008579079366,22,1
2021-03-18,1101723.5479669322,0.05254021023255818,22,1
2021-03-19,1118568.7928423632,0.03805364307357428,22,1
2021-03-22,1127076.9823346606,0.030736773571647676,22,1
2021-03-23,1132149.3971308633,0.026374600261208733,22,1
2021-03-24,1096673.4766125374,0.05688316863857118,22,1
2021-03-25,1073733.415627819,0.07661115339295163,22,1
2021-03-26,1093716.0118860085,0.0594265280078181,22,1
2021-03-30,1111089.373843449,0.04448579092533886,22,1
2021-03-31,1115057.4140904516,0.04107335721168033,22,1
2021-04-01,1142112.9476963093,0.017806149907674027,22,1
2021-04-05,1126309.1670338563,0.031397079076438544,22,0
2021-04-06,1140336.386104778,0.01933395665658792,22,0
2021-04-07,1160126.8573230132,0.0023145548888491357,22,0
2021-04-08,1174151.1763607399,0.0,22,0
2021-04-09,1178818.182356258,0.0,21,0
2021-04-12,1107086.069894344,0.06085087041882362,22,0
2021-04-13,1131013.0758353402,0.04055341802190684,21,0
2021-04-15,1136736.5243090214,0.03569817523778128,21,0
2021-04-16,1149629.2889798316,0.024761149610097337,21,0
2021-04-19,1134625.2949964341,0.03748914635121228,22,0
2021-04-20,1138301.395570267,0.03437068361552138,22,0
2021-04-22,1149272.7418369544,0.02506361113318359,22,0
2021-04-23,1152564.3102692133,0.02227134979761476,22,0
2021-04-26,1161861.2202203558,0.014384713766467399,22,0
2021-04-27,1187476.3965896417,0.0,22,0
2021-04-28,1203446.2523080648,0.0,22,0
2021-04-29,1222251.848049065,0.0,22,0
2021-04-30,1214088.0146782338,0.006679338128113517,22,0
2021-05-03,1230322.9065173527,0.0,22,0
2021-05-04,1228001.530204123,0.0018868024816353763,22,0
2021-05-05,1234512.8862087184,0.0,22,0
2021-05-06,1248569.1741038114,0.0,22,0
2021-05-07,1255345.0260301693,0.0,22,0
2021-05-10,1266146.198185803,0.0,22,0
2021-05-11,1266839.5701242867,0.0,22,0
2021-05-12,1244554.5130272098,0.01759106490089394,21,0
2021-05-14,1218885.3673899237,0.03785341401173501,21,0
2021-05-17,1247149.2870448662,0.01554283868595033,22,0
2021-05-18,1262857.8133371093,0.003143063163701752,22,0
2021-05-19,1258578.9813283468,0.006520627387041201,22,0
2021-05-20,1245567.6925810575,0.016791295476460535,21,0
