date,symbol,entry_price,peak_price,exit_price,pnl_pct,effective_stop_pct,weight_at_exit
2021-08-10,GRAVITA,142.93092346191406,190.34645080566406,170.25595092773438,0.1911764564587135,0.1,0.024074010505581257
2021-08-24,JSWENERGY,162.7480010986328,247.87596130371094,211.15176391601562,0.2974154059689367,0.1,0.018414383749741307
2021-10-20,DEEPAKNTR,1907.801513671875,2884.328125,2518.796875,0.32026149311107566,0.1,0.053442452762401164
2021-10-20,IRCTC,422.0950927734375,1045.2650146484375,848.3624877929688,1.009884744735313,0.1,0.043426998818840025
2021-10-20,SRF,1497.457275390625,2456.52197265625,2178.200439453125,0.45459939007937455,0.1,0.059140375196070065
2021-10-26,COFORGE,821.1366577148438,1107.782470703125,961.6220703125,0.17108651925078555,0.1,0.04253174873761699
2021-10-28,JSWENERGY,243.7194366455078,390.029296875,340.591064453125,0.39747190105530184,0.1,0.04016882802934497
2021-10-29,TITAGARH,73.02655029296875,107.9935073852539,94.02667236328125,0.2875683157161877,0.1,0.035203659984573095
2021-11-02,TITAGARH,73.02655029296875,107.9935073852539,93.07892608642578,0.2745902101771298,0.1,0.028210688226568973
2021-11-02,SOLARINDS,1966.6102294921875,2698.014892578125,2378.0966796875,0.20923640283390843,0.1,0.036148829640114184
2021-11-26,TATAELXSI,4152.47900390625,6379.77001953125,5643.94580078125,0.3591750362788042,0.1,0.04547180675886336
2021-11-26,BAJAJFINSV,1317.4759521484375,1903.83447265625,1664.913818359375,0.2637147688687318,0.1,0.05060149913843849
2021-11-30,TATAELXSI,4152.47900390625,6379.77001953125,5589.27685546875,0.3460096607859786,0.1,0.04050156948643632
2021-11-30,TATAPOWER,159.27151489257812,243.06532287597656,210.87060546875,0.32396935893385126,0.1,0.026763402426848132
2022-01-18,PERSISTENT,1337.836181640625,2369.44140625,2101.135498046875,0.5705476700967942,0.1,0.0496543777558678
2022-01-18,CGPOWER,110.14452362060547,202.1127166748047,179.19476318359375,0.6269057897134578,0.1,0.039381918710786355
2022-02-24,GRAVITA,181.6454620361328,374.680419921875,324.3616638183594,0.7856854786377077,0.1,0.012210501733473177
2022-04-28,BDL,240.24119567871094,403.80816650390625,361.3738708496094,0.5042127551383673,0.1,0.01699473155278886
2022-09-16,TITAGARH,122.06008911132812,171.1435089111328,151.93911743164062,0.24478950112071884,0.1,0.020726931491982417
2022-09-20,TITAGARH,122.06008911132812,171.1435089111328,153.98426818847656,0.26154477937527276,0.1,0.01468197872280861
2022-09-27,VBL,174.9233856201172,232.5359344482422,206.3222198486328,0.1795004945576848,0.1,0.011340721790561914
2022-10-04,ADANIENT,2565.680419921875,3829.29736328125,3233.264892578125,0.2601978280196635,0.1,0.005612047591839301
