month,first,last,return_pct
2024-09,100000.0,116503.10863126964,16.503108631269647
2024-10,117445.31497741732,113253.60045832596,-3.569077676616861
2024-11,113339.80870982994,190760.75820953422,68.30869963607904
2024-12,186782.54978539847,193864.85579266923,3.7917385833997175
2025-01,194235.5345376511,185253.15812151055,-4.624476379938292
2025-02,185294.46214102977,176936.67577077696,-4.510542988538758
2025-03,176936.67577077696,155269.54385129866,-12.245698538808458
2025-04,155170.80237363695,167600.44545309292,8.010297613546236
2025-05,168717.5095633081,172385.9402077125,2.1743034578328047
2025-06,172378.45620087165,169925.30659819086,-1.4231184434220445
2025-07,169917.85124795645,206611.3707142899,21.59485845474094
2025-08,207205.7283841063,206204.71872535525,-0.4830994135912259
2025-09,206151.13521764666,224850.49719442189,9.070705313862625
2025-10,225279.14983462606,236019.01813542098,4.767360099094331
2025-11,236164.73349185713,217377.56325494166,-7.955112500979422
2025-12,208852.16216807187,194956.4413599025,-6.653376562597857
2026-01,195194.75477560342,199759.77157367743,2.338698497980629
2026-02,199791.8554602036,193416.7505985415,-3.1908732450467547
2026-03,193334.40968775415,192124.61427614553,-0.6257527635988414
