date,nav,dd,n_positions,regime
2025-12-01,1141693.4956406537,0.0,22,0
2025-12-02,1138476.2279202119,0.0028179784966160743,22,0
2025-12-03,1133111.5097564023,0.007516891282134863,22,0
2025-12-04,1133597.877647462,0.0070908856221947566,22,0
2025-12-05,1139187.0343076386,0.0021953889923919715,22,0
2025-12-08,1127024.3519850548,0.012848583014276849,22,0
2025-12-09,1128670.770483467,0.011406498510249467,22,0
2025-12-10,1124478.9998673575,0.015078036127057293,22,0
2025-12-11,1131439.8882382556,0.0089810509051243,22,0
2025-12-12,1144023.926676547,0.0,22,0
2025-12-15,1147341.0611915586,0.0,22,0
2025-12-16,1141067.8534303072,0.005467605033446982,22,0
2025-12-17,1139945.3444714143,0.0064459618593825305,22,0
2025-12-18,1138479.2820793865,0.007723753129665538,22,0
2025-12-19,1143965.6607308597,0.0029419329394464355,22,0
2025-12-22,1151645.2431453748,0.0,22,1
2025-12-23,1155109.5890966451,0.0,22,1
2025-12-24,1152835.8294824027,0.001968436272804791,22,1
2025-12-26,1152104.572420771,0.0026014992033995686,22,1
2025-12-29,1144132.395233016,0.009503162268970392,22,1
2025-12-30,1143251.2259280032,0.010266007035675094,22,1
2025-12-31,1144646.3651711198,0.00905820886978187,22,1
