symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,holding_days,sector,closed_at_end,side
MOM50,2025-01-31,2025-01-31,238.8300018310547,242.47000122070312,0.015240963705319244,0,Other,True,LONG
RITES,2025-01-31,2025-01-31,248.5172576904297,252.7811279296875,0.017157240019802567,0,Railways,True,LONG
SRF,2025-01-31,2025-01-31,2818.78271484375,2797.575927734375,-0.007523384827677448,0,Chemicals,True,LONG
GOLDBEES,2025-01-31,2025-01-31,68.08999633789062,69.08000183105469,0.014539661424730399,0,Other,True,LONG
SILVERBEES,2025-01-31,2025-01-31,89.5,90.66999816894531,0.0130726052396124,0,Other,True,LONG
ASTRAL,2025-01-31,2025-01-31,1463.792724609375,1503.2362060546875,0.02694608381513741,0,Capital Goods,True,LONG
BDL,2025-01-31,2025-01-31,1258.0159912109375,1295.388671875,0.029707635614463435,0,Defence,True,LONG
DMART,2025-01-31,2025-01-31,3575.39990234375,3664.64990234375,0.02496224266871372,0,Retail,True,LONG
LIQUIDBEES,2025-01-31,2025-01-31,967.6924438476562,972.4990234375,0.004967052931334592,0,Other,True,LONG
ASIANPAINT,2025-01-31,2025-01-31,2225.808349609375,2276.2138671875,0.02264593786206759,0,Consumer Disc.,True,LONG
TECHM,2025-01-31,2025-01-31,1623.13720703125,1627.3648681640625,0.002604623388890781,0,IT,True,LONG
POWERGRID,2025-01-31,2025-01-31,282.6964111328125,288.7264709472656,0.021330514208828033,0,Utilities,True,LONG
ULTRACEMCO,2025-01-31,2025-01-31,11407.09375,11415.09375,0.0007013179846970807,0,Cement,True,LONG
ADANIGREEN,2025-01-31,2025-01-31,971.8499755859375,997.5499877929688,0.026444423370527437,0,Renewables,True,LONG
PERSISTENT,2025-01-31,2025-01-31,5998.94921875,5994.87451171875,-0.0006792367934228549,0,IT,True,LONG
ONGC,2025-01-31,2025-01-31,238.78472900390625,244.2632293701172,0.02294326102454103,0,Energy,True,LONG
HUDCO,2025-01-31,2025-01-31,210.6842803955078,223.757080078125,0.06204924096888598,0,Real Estate,True,LONG
POLYCAB,2025-01-31,2025-01-31,5756.23876953125,6004.35009765625,0.04310302926249254,0,Capital Goods,True,LONG
BRITANNIA,2025-01-31,2025-01-31,5009.69775390625,5063.29541015625,0.01069878042207395,0,FMCG,True,LONG
PHARMABEES,2025-01-31,2025-01-31,21.850000381469727,21.889999389648438,0.0018306181913219088,0,Other,True,LONG
NBCC,2025-01-31,2025-01-31,91.95992279052734,98.54399108886719,0.07159714904651993,0,Industrials,True,LONG
BAJFINANCE,2025-01-31,2025-01-31,785.3191528320312,783.6743774414062,-0.002094403765263597,0,Financials,True,LONG
