detector,quality_score,transitions,counts,regime_stats
hmm_market,-0.150562,23,"{""1"": 292, ""2"": 241, ""0"": 94}","{""0"": {""count"": 78, ""fwd_24h_mean"": -0.001872, ""fwd_72h_mean"": -0.048666, ""fwd_24h_pos_rate"": 0.5256, ""fwd_72h_pos_rate"": 0.2564, ""future_vol_24h"": 0.013412}, ""1"": {""count"": 249, ""fwd_24h_mean"": -0.00339, ""fwd_72h_mean"": 0.016616, ""fwd_24h_pos_rate"": 0.4257, ""fwd_72h_pos_rate"": 0.4177, ""future_vol_24h"": 0.012097}, ""2"": {""count"": 228, ""fwd_24h_mean"": 0.043391, ""fwd_72h_mean"": 0.101166, ""fwd_24h_pos_rate"": 0.7281, ""fwd_72h_pos_rate"": 0.7939, ""future_vol_24h"": 0.012682}}"
