date,nav,dd,n_positions,regime
2021-01-01,1017373.1529388541,0.0,22,0
2021-01-04,1028958.8463335973,0.0,22,0
2021-01-05,1030508.4196910765,0.0,22,0
2021-01-06,1031902.0860325551,0.0,22,0
2021-01-07,1031012.8179953829,0.0008617755979069662,22,0
2021-01-08,1039253.9598071573,0.0,22,0
2021-01-11,1037457.4962596481,0.0017286088068815377,22,2
2021-01-12,1039488.3194822654,0.0,22,2
2021-01-13,1037769.9686328337,0.0016530737452514716,22,2
2021-01-14,1036114.933591976,0.003245236937313172,22,2
2021-01-15,1026649.9343992491,0.01235067758088,22,2
2021-01-18,1013619.2493955834,0.024886349949142773,22,2
2021-01-19,1027569.6961646569,0.011465855935297824,22,2
2021-01-20,1032557.1077159679,0.006667907312079918,22,2
2021-01-21,1027596.428689231,0.011440138931967313,22,2
2021-01-22,1014770.6722224043,0.023778667635411387,22,2
2021-01-25,1008528.4542792917,0.029783754778883703,22,0
2021-01-27,996038.2027492756,0.041799523783615816,22,0
2021-01-28,990742.9955440596,0.04689357544920203,22,0
2021-01-29,985766.2829626338,0.051681231537444104,22,0
2021-02-01,1009697.7045409225,0.02865892226300394,22,0
2021-02-02,1018171.0272484531,0.020507486072022154,22,0
2021-02-03,1028687.4094328375,0.010390602613800853,22,0
2021-02-04,1034974.7930365913,0.004342065573110206,22,0
2021-02-05,1036268.1723893967,0.0030978194102965376,22,0
2021-02-08,1049869.9116453824,0.0,22,0
2021-02-09,1045401.5850843103,0.0042560764067133515,22,0
2021-02-10,1044163.1561807974,0.00543567865054944,22,0
2021-02-11,1046972.6748158993,0.0027596150697779733,22,0
2021-02-12,1052869.1164454836,0.0,22,0
2021-02-15,1072068.648101406,0.0,12,2
2021-02-16,1071328.814772765,0.0006900988383078242,12,2
2021-02-17,1093260.576142135,0.0,12,2
2021-02-18,1104848.5237425447,0.0,12,2
2021-02-19,1090169.0083492242,0.013286450656235967,12,2
2021-02-22,1074802.1422164773,0.027195023462844296,22,0
2021-02-23,1084207.373125349,0.018682335337043564,22,0
2021-02-24,1097802.9318624658,0.006376975421221343,22,0
2021-02-25,1119534.177039781,0.0,22,0
2021-02-26,1092374.318273613,0.024259963941415972,22,0
2021-03-01,1134973.720250038,0.0,22,0
2021-03-02,1158182.9210122486,0.0,22,0
2021-03-03,1174952.6676345018,0.0,22,0
2021-03-04,1187021.6480995235,0.0,22,0
2021-03-05,1160930.860599183,0.02198004353342085,22,0
2021-03-08,1173674.234219983,0.011244456999508259,22,0
2021-03-09,1158275.6975582358,0.024216871349660097,22,0
2021-03-10,1165482.3329538233,0.018145680140025818,22,0
2021-03-12,1152015.0586492904,0.029491112909592103,22,0
2021-03-15,1136461.7954574088,0.042593875792462085,22,0
2021-03-16,1131758.0945084156,0.0465564833460177,21,0
2021-03-17,1097727.91106531,0.07522502826901,21,0
2021-03-18,1084393.5371576303,0.08645849981439305,21,0
2021-03-19,1097559.6000367543,0.07536682098932408,21,0
2021-03-22,1113437.8724953558,0.06199025579860211,22,0
2021-03-23,1121910.3608423073,0.054852653581728986,22,0
2021-03-24,1100982.4678605995,0.07248324440980221,22,0
2021-03-25,1071816.0337802605,0.0970543498542866,22,0
2021-03-26,1086209.8504782843,0.08492835643110937,22,0
2021-03-30,1105245.6607024944,0.06889174054066849,22,0
2021-03-31,1101796.1707702018,0.07179774477219653,22,0
2021-04-01,1122408.513210427,0.05443298779979717,22,0
2021-04-05,1123267.1933980447,0.05370959729635315,22,0
2021-04-06,1140210.0860553724,0.039436148548005506,22,0
2021-04-07,1155498.9314900094,0.026556142981876876,22,0
2021-04-08,1169605.5190170866,0.014672124228164612,22,0
2021-04-09,1181994.3160093413,0.004235248866969883,22,0
2021-04-12,1138595.4499711178,0.040796390028722984,22,3
2021-04-13,1156863.6212258057,0.025406467457440372,22,3
2021-04-15,1157820.9112430706,0.024600003633636014,22,3
2021-04-16,1160544.7255684757,0.022305340912222294,22,3
2021-04-19,1149668.678512569,0.03146780822974735,22,0
2021-04-20,1151968.5075331074,0.029530329646925802,22,0
2021-04-22,1157813.4778970303,0.024606265816008353,22,0
2021-04-23,1158120.6395864948,0.024347499103576236,22,0
2021-04-26,1164375.0823604087,0.01907847744425973,22,1
2021-04-27,1186785.463223257,0.0001989726780842996,22,1
2021-04-28,1189934.7635567656,0.0,22,1
2021-04-29,1202662.1920048576,0.0,22,1
2021-04-30,1196309.126439844,0.005282502108445677,22,1
2021-05-03,1196543.398968767,0.005087707152322256,12,2
2021-05-04,1185329.952907531,0.014411560629866814,12,2
2021-05-05,1195608.404271285,0.005865144660292144,12,2
2021-05-06,1209458.0175305167,0.0,12,2
2021-05-07,1206278.143819126,0.0026291724601432225,12,2
2021-05-10,1210297.8445863456,0.0,12,2
2021-05-11,1215117.5356486347,0.0,12,2
2021-05-12,1191880.6760724196,0.019123137387537664,12,2
2021-05-14,1179577.2832933632,0.029248407098577466,12,2
2021-05-17,1183301.9527500777,0.026183132055265474,12,2
2021-05-18,1204075.6216197836,0.009087116023683145,12,2
2021-05-19,1202458.0275793476,0.010418340364522315,12,2
2021-05-20,1180214.942525432,0.028723635450270686,11,2
2021-05-21,1184489.6068383476,0.025205733529257087,11,2
2021-05-24,1183137.962501719,0.026318090397604983,22,0
2021-05-25,1182278.5699834507,0.02702534092527468,22,0
2021-05-26,1189419.533839962,0.02114857291970112,22,0
2021-05-27,1188886.9843650833,0.021586842847716295,22,0
2021-05-28,1184875.4451803234,0.024888201824992892,22,0
2021-05-31,1209363.2454589906,0.004735583201482172,12,2
2021-06-01,1203573.811133665,0.009500088819644543,12,2
2021-06-02,1209714.9314861586,0.004446157679382097,12,2
2021-06-03,1216673.7317726095,0.0,12,2
2021-06-04,1216827.4432302816,0.0,12,2
2021-06-07,1239126.6686474066,0.0,22,3
2021-06-08,1240795.1205832995,0.0,22,3
2021-06-09,1234420.7872207542,0.005137297251417921,22,3
2021-06-10,1244634.6080955744,0.0,22,3
2021-06-11,1254592.4046616629,0.0,22,3
2021-06-14,1251111.3378212093,0.002774659584673884,22,3
2021-06-15,1254356.6763336232,0.0001878923602308973,22,3
2021-06-16,1250477.2979141497,0.0032800348003245955,22,3
2021-06-17,1240686.472769599,0.011084023656124454,22,3
2021-06-18,1230267.6316085472,0.019388586255370786,22,3
2021-06-21,1237532.4067852914,0.013598040138759019,22,3
2021-06-22,1244245.1630557135,0.008247492625893737,22,3
2021-06-23,1240157.9335974546,0.01150530723012067,22,3
2021-06-24,1238439.7099925466,0.012874854501827094,22,3
2021-06-25,1239178.0841672097,0.012286317402511382,22,3
2021-06-28,1239100.8043438375,0.01234791495649385,22,3
2021-06-29,1233261.753801976,0.01700205642918682,22,3
2021-06-30,1232051.036961985,0.017967084461791204,22,3
2021-07-01,1233623.157994082,0.016713991404432162,22,3
2021-07-02,1235958.870896951,0.014852260937875585,22,3
2021-07-05,1240919.7741682255,0.010898065732451669,22,1
2021-07-06,1231888.9844389646,0.01809625192878549,22,1
2021-07-07,1231877.2992064538,0.018105565895989002,22,1
2021-07-08,1234392.5404210484,0.016100738507230115,22,1
2021-07-09,1236233.5119207024,0.014633352372248318,22,1
2021-07-12,1247517.694343898,0.005639050811624192,22,1
2021-07-13,1247254.7847838067,0.005848608560510954,22,1
2021-07-14,1260829.3118961067,0.0,22,1
2021-07-15,1265837.8169793384,0.0,22,1
2021-07-16,1269596.1201458524,0.0,22,1
2021-07-19,1264310.007418376,0.00416361758168357,22,1
2021-07-20,1249375.992163136,0.015926425468592038,22,1
2021-07-22,1278339.91794919,0.0,22,1
2021-07-23,1284537.2986419923,0.0,22,1
2021-07-26,1287434.4531907656,0.0,22,1
2021-07-27,1288620.8289957,0.0,22,1
2021-07-28,1293097.1143384385,0.0,22,1
2021-07-29,1301164.6651220962,0.0,22,1
2021-07-30,1308102.6347868126,0.0,22,1
2021-08-02,1322264.2722478812,0.0,22,1
2021-08-03,1332665.696146398,0.0,22,1
2021-08-04,1329248.0793043405,0.002564496746588515,22,1
2021-08-05,1331589.833423115,0.0008073012807293096,22,1
2021-08-06,1330228.069024897,0.0018291362406565273,22,1
2021-08-09,1319996.8762751424,0.00950637501054424,22,1
2021-08-10,1306038.001865593,0.019980775642235726,21,1
2021-08-11,1298907.2356232377,0.025331529595740355,21,1
2021-08-12,1319856.9294558368,0.009611387707809825,21,1
2021-08-13,1332722.8885310402,0.0,21,1
2021-08-16,1343684.551599377,0.0,22,1
2021-08-17,1348238.702738037,0.0,22,1
2021-08-18,1343983.9238209233,0.0031558053544028016,22,1
2021-08-20,1305499.5162177847,0.03170001456971719,22,1
2021-08-23,1298855.1670153353,0.03662818432849649,22,1
2021-08-24,1319577.068827955,0.021258575244780677,22,1
2021-08-25,1321435.066396953,0.019880482800746283,22,1
2021-08-26,1319349.6573270822,0.021427248270121796,22,1
2021-08-27,1326573.4828445527,0.016069276048437196,22,1
2021-08-30,1341745.5670035756,0.0048160134561298805,22,1
