timestamp,pair,side,quantity,price,value,commission,slippage_bps
2024-10-01 00:00:00+00:00,BONK/USD,BUY,467641190.3129159,2.4502245e-05,11458.259017138693,1.1458259017138694,5.0
2024-10-01 00:00:00+00:00,TRX/USD,BUY,124404.63496125687,0.15633126,19448.33333333334,1.944833333333334,2.0
2024-10-01 00:00:00+00:00,XRP/USD,BUY,13272.185074239376,0.62026202,8232.232323961565,0.8232232323961566,1.0
2024-10-01 00:00:00+00:00,SOL/USD,BUY,38.127296511016446,154.18541699999997,5878.673111633715,0.5878673111633715,1.0
2024-10-01 00:00:00+00:00,SUI/USD,BUY,3122.0143931583166,1.81726338,5673.522428519531,0.5673522428519531,2.0
2024-10-01 00:00:00+00:00,PEPE/USD,BUY,553439460.1216465,1.0612122e-05,5873.167070425047,0.5873167070425047,2.0
2024-10-01 00:00:00+00:00,CFX/USD,BUY,25017.360236118093,0.18553709999999998,4641.648467864666,0.4641648467864666,2.0
2024-10-01 00:00:00+00:00,WIF/USD,BUY,2036.919976505671,2.4812399999999997,5054.087322504931,0.5054087322504931,5.0
2024-10-01 02:00:00+00:00,BONK/USD,SELL,235206016.9889471,2.4557715e-05,5776.122331499721,0.5776122331499721,5.0
2024-10-01 02:00:00+00:00,TRX/USD,SELL,85860.26633962286,0.1559688,13391.52270867137,1.339152270867137,2.0
2024-10-01 02:00:00+00:00,PEPE/USD,SELL,553439460.1216465,1.0657868e-05,5898.4847119677725,0.5898484711967773,2.0
2024-10-01 02:00:00+00:00,XRP/USD,BUY,13355.281471576382,0.6225622500000001,8314.494082327905,0.8314494082327906,1.0
2024-10-01 02:00:00+00:00,SEI/USD,BUY,8650.065856403426,0.48149628,4164.974531613264,0.4164974531613264,2.0
2024-10-01 04:00:00+00:00,BONK/USD,SELL,232435173.32396883,2.5727130000000002e-05,5979.889920678279,0.597988992067828,5.0
2024-10-01 04:00:00+00:00,TRX/USD,SELL,38544.368621634014,0.15646870000000002,6030.987250547867,0.6030987250547867,2.0
2024-10-01 04:00:00+00:00,SUI/USD,SELL,3122.0143931583166,1.8862226800000002,5888.814355661654,0.5888814355661655,2.0
2024-10-01 04:00:00+00:00,SEI/USD,SELL,8650.065856403426,0.49570084000000003,4287.844911074498,0.4287844911074498,2.0
2024-10-01 04:00:00+00:00,TAO/USD,BUY,7.330272658921958,605.82114,4440.834138738932,0.4440834138738932,2.0
2024-10-01 04:00:00+00:00,TON/USD,BUY,1020.4201432273135,5.8191635999999995,5937.991754175168,0.5937991754175168,2.0
2024-10-01 04:00:00+00:00,ENA/USD,BUY,10993.784655144203,0.39127824,4301.6287108038305,0.4301628710803831,2.0
2024-10-01 04:00:00+00:00,ETH/USD,BUY,3.012413183199836,2644.86446,7967.424567080715,0.7967424567080715,1.0
2024-10-01 04:00:00+00:00,SHIB/USD,BUY,241191037.39479864,1.8313662e-05,4417.091136277702,0.44170911362777027,2.0
2024-10-01 06:00:00+00:00,XRP/USD,SELL,13727.608935114038,0.62323767,8555.563007391655,0.8555563007391654,1.0
2024-10-01 06:00:00+00:00,SOL/USD,SELL,38.127296511016446,156.824316,5979.287196269341,0.5979287196269341,1.0
2024-10-01 06:00:00+00:00,CFX/USD,SELL,25017.360236118093,0.18336332000000002,4587.2662305305985,0.4587266230530599,2.0
2024-10-01 06:00:00+00:00,ETH/USD,SELL,2.112781446956586,2656.13436,5611.831396431906,0.5611831396431907,1.0
2024-10-01 06:00:00+00:00,TON/USD,BUY,1260.136223446063,5.8201637999999996,7334.199230769486,0.7334199230769487,2.0
2024-10-01 06:00:00+00:00,BONK/USD,BUY,178694834.93978012,2.5522755e-05,4560.7844919334475,0.4560784491933448,5.0
2024-10-01 06:00:00+00:00,TRX/USD,BUY,90155.40905777556,0.15653129999999998,14112.14338184538,1.4112143381845381,2.0
2024-10-01 08:00:00+00:00,TRX/USD,SELL,63200.22883858588,0.15656868,9895.176404955324,0.9895176404955325,2.0
2024-10-01 08:00:00+00:00,XRP/USD,SELL,9066.351315843393,0.62743725,5688.566537146659,0.568856653714666,1.0
2024-10-01 08:00:00+00:00,ENA/USD,SELL,10993.784655144203,0.3779244,4154.81946952458,0.41548194695245805,2.0
2024-10-01 08:00:00+00:00,ETH/USD,SELL,0.8996317362432502,2640.725901,2375.680827259151,0.23756808272591512,1.0
2024-10-01 08:00:00+00:00,SOL/USD,BUY,88.99444234308461,156.385637,13917.45255528306,1.391745255528306,1.0
2024-10-01 08:00:00+00:00,PEPE/USD,BUY,487610859.24219215,1.1212241999999999e-05,5467.210955651394,0.5467210955651395,2.0
2024-10-01 10:00:00+00:00,XRP/USD,SELL,3833.5062948583272,0.63243675,2424.4502622247423,0.24244502622247424,1.0
2024-10-01 10:00:00+00:00,SHIB/USD,SELL,241191037.39479864,1.8506298e-05,4463.5532129572875,0.4463553212957288,2.0
2024-10-01 10:00:00+00:00,TRX/USD,BUY,71257.44670691973,0.15683136,11175.402277173742,1.1175402277173743,2.0
2024-10-01 10:00:00+00:00,ETH/USD,BUY,3.279306397383653,2638.283802,8651.740950012267,0.8651740950012267,1.0
2024-10-01 12:00:00+00:00,TON/USD,SELL,2280.5563666733765,5.7938410000000005,13213.180980043244,1.3213180980043244,2.0
2024-10-01 12:00:00+00:00,TRX/USD,SELL,68890.80711940308,0.15686862000000001,10806.805843506938,1.080680584350694,2.0
