timestamp,nav_usd,cash_usd,n_positions,invested_pct,regime,drawdown,max_drawdown,n_trades
2026-01-01 00:00:00+00:00,100000.0,82782.39208452994,2,0.17217607915470057,BEAR,0.0,0.0,2
2026-01-01 02:00:00+00:00,100046.5464245537,82782.39208452994,2,0.17256122232108095,BEAR,0.00017939115285397982,0.00017939115285397982,0
2026-01-01 04:00:00+00:00,99968.75385285277,75903.77728099834,2,0.2407249830009529,BEAR,0.0009568154536564834,0.0009568154536564834,1
2026-01-01 06:00:00+00:00,100003.26723283491,75903.77728099834,2,0.2409870259111273,BEAR,0.0006119041116828036,0.0009568154536564834,0
2026-01-01 08:00:00+00:00,100016.64354205765,75903.77728099834,2,0.24108853693855148,BEAR,0.0004782272371763562,0.0009568154536564834,0
2026-01-01 10:00:00+00:00,100020.88977237535,75903.77728099834,2,0.24112075533683042,BEAR,0.0004357923033053376,0.0009568154536564834,0
2026-01-01 12:00:00+00:00,99961.92680807482,82348.64639686268,2,0.17619988903404527,BEAR,0.0010250418973515153,0.0010250418973515153,1
2026-01-01 14:00:00+00:00,99935.49076142174,70297.00614129315,5,0.2965761652272786,NEUTRAL,0.0012892319689210932,0.0012892319689210932,5
2026-01-01 16:00:00+00:00,100026.00056611057,60847.80840115054,6,0.39168008261077913,NEUTRAL,0.0008942834361605354,0.0012892319689210932,1
2026-01-01 18:00:00+00:00,100170.65019483284,51755.55090818172,7,0.4833261957717485,NEUTRAL,0.0,0.0012892319689210932,3
2026-01-01 20:00:00+00:00,100014.07640051036,51928.85976338855,6,0.48078448922092365,NEUTRAL,0.0020189240325282415,0.0020189240325282415,3
2026-01-01 22:00:00+00:00,100467.26377935632,46440.35925677837,7,0.5377563047922802,NEUTRAL,0.0,0.0022175257537862224,1
2026-01-02 00:00:00+00:00,100179.11550647163,51908.53279964202,6,0.4818427719469265,NEUTRAL,0.002868081224124044,0.002868081224124044,1
2026-01-02 02:00:00+00:00,100097.39347883107,61290.046327529926,6,0.38769588100721375,NEUTRAL,0.0036815006860099852,0.005221216527575461,1
2026-01-02 04:00:00+00:00,100386.1605455104,72055.63533446504,4,0.28221544739926196,NEUTRAL,0.0019298652018371347,0.005221216527575461,2
2026-01-02 06:00:00+00:00,100258.52108572211,72055.63533446504,4,0.2813016334755557,NEUTRAL,0.0031988960338182938,0.005221216527575461,0
2026-01-02 08:00:00+00:00,100125.62269838215,72055.63533446504,4,0.28034769330199305,NEUTRAL,0.004520212743672082,0.005221216527575461,0
2026-01-02 10:00:00+00:00,100595.17088444784,65356.249844357655,5,0.3503043011932313,NEUTRAL,0.0,0.005221216527575461,1
2026-01-02 12:00:00+00:00,101299.29347047638,65356.249844357655,5,0.35482027953723394,NEUTRAL,0.0,0.005221216527575461,0
2026-01-02 14:00:00+00:00,101468.94591570117,70692.88377966787,4,0.3033052315493804,NEUTRAL,0.0,0.005221216527575461,1
2026-01-02 16:00:00+00:00,102554.33572640922,64777.28445373476,5,0.3683613277302553,BULL,0.0,0.005221216527575461,3
2026-01-02 18:00:00+00:00,102060.09626631433,59760.183934118504,6,0.41446083121280786,BULL,0.004819293661200287,0.005221216527575461,1
2026-01-02 20:00:00+00:00,102071.5517351356,59082.03345439926,7,0.42117041967079516,BULL,0.00470759220323534,0.005221216527575461,2
