month,first,last,return_pct
2024-09,100000.0,116177.15569666374,16.177155696663736
2024-10,116222.00182602668,120487.6576943596,3.6702653553654985
2024-11,120564.5327195566,204408.1763109655,69.54254431229488
2024-12,201855.5747137146,216099.59717237658,7.056541529191773
2025-01,216283.7357641894,207042.04560649052,-4.272947350870126
2025-02,206977.37896603288,197105.5698752558,-4.769511112804814
2025-03,197105.5698752558,190379.2402656097,-3.4125517680210993
2025-04,190379.2402656097,211039.36656777328,10.852089898740736
2025-05,211139.52274869173,217919.0303898056,3.2109135953590107
2025-06,218368.05689768455,209087.48034390534,-4.24996983790884
2025-07,209098.57735000586,246518.8429320967,17.895992433967557
2025-08,246503.69070767524,262783.0469432919,6.604102433063397
2025-09,262874.65031770186,294998.1718432186,12.220091015506185
2025-10,295614.6783363386,320292.9935116879,8.34813592959389
2025-11,320374.76063243,314497.04255951795,-1.8346383033761016
2025-12,312115.0023262354,292770.1962853952,-6.197973790641509
2026-01,292666.99340142624,306228.29120565375,4.633695671184435
2026-02,306228.29120565375,280273.52478964825,-8.475626570562367
2026-03,279420.058302593,276521.8494257539,-1.0372229160801716
