timestamp,nav_usd
2025-01-15 00:00:00+00:00,100000.0
2025-01-15 01:00:00+00:00,100901.72508206556
2025-01-15 02:00:00+00:00,101183.00546728491
2025-01-15 03:00:00+00:00,101211.25774004591
2025-01-15 04:00:00+00:00,101013.0973096128
2025-01-15 05:00:00+00:00,101312.82198837814
2025-01-15 06:00:00+00:00,101425.36965252867
2025-01-15 07:00:00+00:00,101663.25920175744
2025-01-15 08:00:00+00:00,101383.83305858457
2025-01-15 09:00:00+00:00,100225.02849206046
2025-01-15 10:00:00+00:00,100463.92480563742
2025-01-15 11:00:00+00:00,99864.72527791373
2025-01-15 12:00:00+00:00,99763.87895692
2025-01-15 13:00:00+00:00,101789.25141702539
2025-01-15 14:00:00+00:00,101973.75107827956
2025-01-15 15:00:00+00:00,103113.26300675169
2025-01-15 16:00:00+00:00,102532.19456383455
2025-01-15 17:00:00+00:00,102367.17237990524
2025-01-15 18:00:00+00:00,103478.66197217809
2025-01-15 19:00:00+00:00,103446.21749556973
2025-01-15 20:00:00+00:00,103695.33612994282
2025-01-15 21:00:00+00:00,104356.79989837445
2025-01-15 22:00:00+00:00,104950.17588220544
2025-01-15 23:00:00+00:00,105807.16797405857
2025-01-16 00:00:00+00:00,103789.33270850286
2025-01-16 01:00:00+00:00,104898.08310359687
2025-01-16 02:00:00+00:00,104598.07793550883
2025-01-16 03:00:00+00:00,104362.86582378062
2025-01-16 04:00:00+00:00,104852.35847540403
2025-01-16 05:00:00+00:00,104793.5103783808
2025-01-16 06:00:00+00:00,105557.50269031257
2025-01-16 07:00:00+00:00,105186.44377508889
2025-01-16 08:00:00+00:00,104687.00309398661
2025-01-16 09:00:00+00:00,104732.36603459486
2025-01-16 10:00:00+00:00,105337.75230951759
2025-01-16 11:00:00+00:00,106349.96336892871
2025-01-16 12:00:00+00:00,108252.81548225431
2025-01-16 13:00:00+00:00,107915.16806231177
2025-01-16 14:00:00+00:00,105998.58586908944
2025-01-16 15:00:00+00:00,108525.47914940795
2025-01-16 16:00:00+00:00,109165.6259872542
2025-01-16 17:00:00+00:00,109334.81662320264
2025-01-16 18:00:00+00:00,109205.80561731706
2025-01-16 19:00:00+00:00,109698.30233561929
2025-01-16 20:00:00+00:00,109273.26500941257
2025-01-16 21:00:00+00:00,108730.53332697332
2025-01-16 22:00:00+00:00,107401.2807134852
2025-01-16 23:00:00+00:00,107671.44015092126
2025-01-17 00:00:00+00:00,109608.42029375667
2025-01-17 01:00:00+00:00,109807.51474470235
2025-01-17 02:00:00+00:00,110290.57947537713
