detector,quality_score,transitions,counts,regime_stats
hmm_market,-0.089613,14,"{""1"": 535, ""0"": 70, ""2"": 22}","{""0"": {""count"": 54, ""fwd_24h_mean"": -0.040926, ""fwd_72h_mean"": -0.096409, ""fwd_24h_pos_rate"": 0.3148, ""fwd_72h_pos_rate"": 0.0, ""future_vol_24h"": 0.011767}, ""1"": {""count"": 492, ""fwd_24h_mean"": 0.022776, ""fwd_72h_mean"": 0.058306, ""fwd_24h_pos_rate"": 0.5955, ""fwd_72h_pos_rate"": 0.6138, ""future_vol_24h"": 0.012643}, ""2"": {""count"": 9, ""fwd_24h_mean"": -0.010348, ""fwd_72h_mean"": -0.008156, ""fwd_24h_pos_rate"": 0.3333, ""fwd_72h_pos_rate"": 0.3333, ""future_vol_24h"": 0.010407}}"
