timestamp,nav_usd,cash_usd,n_positions,invested_pct,regime,drawdown,max_drawdown,n_trades
2025-01-01 00:00:00+00:00,100000.0,71997.19999999998,4,0.28002800000000017,BEAR,0.0,0.0,4
2025-01-01 05:00:00+00:00,99830.08142203766,64190.30643973999,5,0.35700436656590906,BEAR,0.0016991857796233671,0.002750538406779524,1
2025-01-01 10:00:00+00:00,99668.19408603356,64728.67083756694,5,0.35055840600770627,BEAR,0.0033180591396644015,0.004309480325671611,2
2025-01-01 15:00:00+00:00,100004.1112877986,73832.92927063344,5,0.2617010608878665,BEAR,0.0,0.004309480325671611,2
2025-01-01 20:00:00+00:00,100150.46311803951,70657.78632477231,6,0.2944836786077213,BEAR,0.00025336345189848895,0.004309480325671611,1
2025-01-02 01:00:00+00:00,100312.95639701563,76804.10512510278,6,0.2343550834936039,BEAR,0.00055537756162131,0.004309480325671611,3
2025-01-02 06:00:00+00:00,100259.36471139237,75729.03930719692,6,0.244668669852524,NEUTRAL,0.0016579122265560852,0.004309480325671611,4
2025-01-02 11:00:00+00:00,100755.77575283879,75729.03930719692,6,0.24839009236586362,NEUTRAL,0.0,0.004309480325671611,0
2025-01-02 16:00:00+00:00,100705.51865889333,79679.92609246734,5,0.20878292318460945,NEUTRAL,0.0007655115293501048,0.004309480325671611,1
2025-01-02 21:00:00+00:00,100578.70506273553,72648.31039734851,5,0.2776969006308597,NEUTRAL,0.0020237992634818047,0.004309480325671611,2
2025-01-03 02:00:00+00:00,100962.49565211144,72648.31039734851,5,0.2804426046710028,NEUTRAL,0.0,0.004309480325671611,0
2025-01-03 07:00:00+00:00,101226.84194316684,69283.74008805091,5,0.31555960101027536,NEUTRAL,0.0014816539390059738,0.004309480325671611,1
2025-01-03 12:00:00+00:00,102073.38759835588,54580.08188217132,8,0.46528587748124806,BULL,0.0,0.004309480325671611,3
2025-01-03 17:00:00+00:00,102373.08345922496,39776.26277844254,10,0.6114578028287546,BULL,0.002247861036741575,0.004309480325671611,4
2025-01-03 22:00:00+00:00,102889.33474094128,38260.31163425172,11,0.6281411311426495,BULL,0.0,0.004309480325671611,5
2025-01-04 03:00:00+00:00,103170.87911484919,38260.31163425172,11,0.6291559017185404,BULL,0.0,0.004309480325671611,0
2025-01-04 08:00:00+00:00,102367.78508876113,31079.224825630423,10,0.6963964317613962,BULL,0.0077841153722656604,0.0077841153722656604,3
