date,signal,period_contribution,cumulative
2021-01-11,quality,0.0010674358848466632,0.0010674358848466632
2021-01-11,residual_momentum,0.008649010357534723,0.008649010357534723
2021-01-11,low_volatility,-3.2620151618241836e-05,-3.2620151618241836e-05
2021-01-11,mean_reversion,-1.641834958693668e-05,-1.641834958693668e-05
2021-01-11,volume_sentiment,0.0005952779258774708,0.0005952779258774708
2021-01-11,flow,0.0011880365974598715,0.0011880365974598715
2021-01-11,earnings_surprise,0.0,0.0
2021-01-11,buy_the_dip,-1.0069418169039319e-05,-1.0069418169039319e-05
2021-01-11,relative_strength,0.004189466353079837,0.004189466353079837
2021-01-18,quality,-0.0005000735310104014,0.0005673623538362618
2021-01-18,residual_momentum,-0.009162458489397058,-0.000513448131862335
2021-01-18,low_volatility,0.00016039616742801434,0.0001277760158097725
2021-01-18,mean_reversion,0.00010486528419132772,8.844693460439103e-05
2021-01-18,volume_sentiment,-0.00047625461157140497,0.00011902331430606582
2021-01-18,flow,8.76617078125419e-05,0.0012756983052724133
2021-01-18,earnings_surprise,0.0,0.0
2021-01-18,buy_the_dip,6.5508482657494515e-06,-3.5185699032898677e-06
2021-01-18,relative_strength,-0.002149268516984412,0.002040197836095425
2021-01-25,quality,-0.0005082371799224712,5.9125173913790637e-05
2021-01-25,momentum_value,-0.009673596767545685,-0.009673596767545685
2021-01-25,residual_momentum,-0.0073336317265759576,-0.007847079858438293
2021-01-25,low_volatility,0.00010983678894336125,0.00023761280475313376
2021-01-25,mean_reversion,0.0003105377737707262,0.00039898470837511726
2021-01-25,volume_sentiment,0.0003552600217232646,0.00047428333602933043
2021-01-25,regime_tilt,-0.001549588553257268,-0.001549588553257268
2021-01-25,flow,-2.4093789054347148e-05,0.001251604516218066
2021-01-25,earnings_surprise,0.0,0.0
2021-01-25,buy_the_dip,2.0845184247350772e-05,1.7326614344060903e-05
2021-01-25,relative_strength,-0.0037382280625065786,-0.0016980302264111534
2021-02-01,quality,0.0014935982192707034,0.001552723393184494
2021-02-01,momentum_value,0.011478075051603538,0.0018044782840578536
2021-02-01,residual_momentum,0.011987579142851,0.0041404992844127075
2021-02-01,low_volatility,-0.0009254144977516263,-0.0006878016929984926
2021-02-01,mean_reversion,-0.00018824197868531084,0.00021074272968980642
2021-02-01,volume_sentiment,-8.323136030574348e-05,0.00039105197572358695
2021-02-01,regime_tilt,0.0038331892807036802,0.0022836007274464123
2021-02-01,flow,0.0010325011314720257,0.0022841056476900915
2021-02-01,earnings_surprise,0.0,0.0
2021-02-01,buy_the_dip,-1.4401535379819613e-05,2.9250789642412906e-06
2021-02-01,relative_strength,0.006016283772638955,0.004318253546227802
2021-02-08,quality,0.004186416975421748,0.005739140368606242
2021-02-08,momentum_value,0.03901094399625785,0.040815422280315705
2021-02-08,residual_momentum,0.03208931860511837,0.03622981788953108
2021-02-08,low_volatility,-0.0017433736277446482,-0.002431175320743141
2021-02-08,mean_reversion,0.00016994259442845353,0.00038068532411826
2021-02-08,volume_sentiment,-0.0006440733835106702,-0.0002530214077870832
2021-02-08,regime_tilt,0.014342128446285615,0.016625729173732028
2021-02-08,flow,0.0010090019423671305,0.003293107590057222
